category,domain_name,file_name,file_urls,files,meaning,word
n.m.pl.,uchicago_S_Hassan,bʸēr,http://dsal.uchicago.edu/dictionaries/hassan/audio//00648.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00648.mp3', 'path': 'uchicago_S_Hassan/bʸēr.mp3', 'checksum': '06a54a1bd8231620ece8d9b43834250e', 'status': 'downloaded'}]",cats,bʸēr
v.,uchicago_S_Hassan,bʸēztī karin,http://dsal.uchicago.edu/dictionaries/hassan/audio//00649.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00649.mp3', 'path': 'uchicago_S_Hassan/bʸēztī karin.mp3', 'checksum': '90d80480df328f68eca3a3a7afb46d74', 'status': 'downloaded'}]","discredit, bring shame on, disgrace, humiliate",bʸēztī karin
adj.,uchicago_S_Hassan,bigur,http://dsal.uchicago.edu/dictionaries/hassan/audio//00652.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00652.mp3', 'path': 'uchicago_S_Hassan/bigur.mp3', 'checksum': '26a79f592260ef5de11bbe0b15e71ab8', 'status': 'downloaded'}]","confounded, blasted, horrible, wretched",bigur
n.m.,uchicago_S_Hassan,bic,http://dsal.uchicago.edu/dictionaries/hassan/audio//00651.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00651.mp3', 'path': 'uchicago_S_Hassan/bic.mp3', 'checksum': '27892728c569d962019a67453d101c0d', 'status': 'downloaded'}]","scorpion, crab",bic
adj.,uchicago_S_Hassan,bigrʸōmut,http://dsal.uchicago.edu/dictionaries/hassan/audio//00653.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00653.mp3', 'path': 'uchicago_S_Hassan/bigrʸōmut.mp3', 'checksum': '05e8f97184545fe815f323ae27981ed7', 'status': 'downloaded'}]","damaged, corrupt",bigrʸōmut
n.f.,uchicago_S_Hassan,bʸēztī,http://dsal.uchicago.edu/dictionaries/hassan/audio//00650.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00650.mp3', 'path': 'uchicago_S_Hassan/bʸēztī.mp3', 'checksum': '66a9d2fa517720fa19ba0304e464882e', 'status': 'downloaded'}]","disgrace, shame, dishonor, discredit, humiliation",bʸēztī
v.,uchicago_S_Hassan,bihʸun,http://dsal.uchicago.edu/dictionaries/hassan/audio//00654.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00654.mp3', 'path': 'uchicago_S_Hassan/bihʸun.mp3', 'checksum': '468346229ff902dd94d0908e20dca72c', 'status': 'downloaded'}]","to sit, be placed, be seated, sit down",bihʸun
n.m.,uchicago_S_Hassan,birι-gɔgul,http://dsal.uchicago.edu/dictionaries/hassan/audio//00657.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00657.mp3', 'path': 'uchicago_S_Hassan/birι-gɔgul.mp3', 'checksum': 'b4e5df069ac5371a05cebd3b676b741a', 'status': 'downloaded'}]",ball,birι-gɔgul
n.f.,uchicago_S_Hassan,bijlībatʸ,http://dsal.uchicago.edu/dictionaries/hassan/audio//00655.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00655.mp3', 'path': 'uchicago_S_Hassan/bijlībatʸ.mp3', 'checksum': '8fd48e134025bd7fc4d41be2f09c9cc8', 'status': 'downloaded'}]","lamp, bulb",bijlībatʸ
n.m.,uchicago_S_Hassan,bilibucur,http://dsal.uchicago.edu/dictionaries/hassan/audio//00656.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00656.mp3', 'path': 'uchicago_S_Hassan/bilibucur.mp3', 'checksum': '15cac5875805bbd5caa167b177c33b61', 'status': 'downloaded'}]",nightingale,bilibucur
n.m.,uchicago_S_Hassan,bīm,http://dsal.uchicago.edu/dictionaries/hassan/audio//00659.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00659.mp3', 'path': 'uchicago_S_Hassan/bīm.mp3', 'checksum': '6728add284145604b94b927e55174146', 'status': 'downloaded'}]","fear, dread, horror, shock",bīm
n.f.,uchicago_S_Hassan,biskūṭ,http://dsal.uchicago.edu/dictionaries/hassan/audio//00658.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00658.mp3', 'path': 'uchicago_S_Hassan/biskūṭ.mp3', 'checksum': '462d6d5a0098156454bd9bb9103852c3', 'status': 'downloaded'}]",biscuit,biskūṭ
v.,uchicago_S_Hassan,bǝḍrāwun,http://dsal.uchicago.edu/dictionaries/hassan/audio//00662.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00662.mp3', 'path': 'uchicago_S_Hassan/bǝḍrāwun.mp3', 'checksum': '2e824c527197fe655a56cdbfea4107f2', 'status': 'downloaded'}]",to make larger,bǝḍrāwun
n.f.,uchicago_S_Hassan,bīnə̄yi,http://dsal.uchicago.edu/dictionaries/hassan/audio//00660.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00660.mp3', 'path': 'uchicago_S_Hassan/bīnə̄yi.mp3', 'checksum': '13f372f73b0a66235d9f6f1704ed0397', 'status': 'downloaded'}]","sight, vision, eyesight",bīnə̄yi
n.f.,uchicago_S_Hassan,bǝḍ saḍak,http://dsal.uchicago.edu/dictionaries/hassan/audio//00661.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00661.mp3', 'path': 'uchicago_S_Hassan/bǝḍ saḍak.mp3', 'checksum': 'ae4cd4369d18a4db8080c6294187bf5b', 'status': 'downloaded'}]",highway,bǝḍ saḍak
v.,uchicago_S_Hassan,bǝhlāvɔn,http://dsal.uchicago.edu/dictionaries/hassan/audio//00663.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00663.mp3', 'path': 'uchicago_S_Hassan/bǝhlāvɔn.mp3', 'checksum': '6c1bd3eb2087537051d63feaeffbc510', 'status': 'downloaded'}]","keep amused, keep busy, occupy",bǝhlāvɔn
v.,uchicago_S_Hassan,bǝlrāwun,http://dsal.uchicago.edu/dictionaries/hassan/audio//00665.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00665.mp3', 'path': 'uchicago_S_Hassan/bǝlrāwun.mp3', 'checksum': '417882b3a844ae63ad1c0bdebfd73fc9', 'status': 'downloaded'}]","cure, heal, treat, make well, restore to health",bǝlrāwun
n.,uchicago_S_Hassan,bǝli,http://dsal.uchicago.edu/dictionaries/hassan/audio//00664.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00664.mp3', 'path': 'uchicago_S_Hassan/bǝli.mp3', 'checksum': '4f42475eee767964c671fd020b013c3a', 'status': 'downloaded'}]","sacrifice, the act of offering ceremonially to deity, the slaughter of an animal to please the deity",bǝli
n.,uchicago_S_Hassan,bǝlʸ,http://dsal.uchicago.edu/dictionaries/hassan/audio//00666.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00666.mp3', 'path': 'uchicago_S_Hassan/bǝlʸ.mp3', 'checksum': 'ce67449897ceb706fcfa3b59a6ed9484', 'status': 'downloaded'}]","pretence, merriment",bǝlʸ
v.,uchicago_S_Hassan,bǝlʸ lāgun,http://dsal.uchicago.edu/dictionaries/hassan/audio//00667.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00667.mp3', 'path': 'uchicago_S_Hassan/bǝlʸ lāgun.mp3', 'checksum': '1aa3adce00ee72a8088e30cf8570b998', 'status': 'downloaded'}]","to pretend, make believe, act as if, make up, play",bǝlʸ lāgun
adj.,uchicago_S_Hassan,bǝrut,http://dsal.uchicago.edu/dictionaries/hassan/audio//00668.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00668.mp3', 'path': 'uchicago_S_Hassan/bǝrut.mp3', 'checksum': '768d21b24a5482061aed59d344a50cf5', 'status': 'downloaded'}]","brimful, overfilled, overflowing, bursting at the seams",bǝrut
adj.,uchicago_S_Hassan,bǝrιʦ,http://dsal.uchicago.edu/dictionaries/hassan/audio//00669.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00669.mp3', 'path': 'uchicago_S_Hassan/bǝrιʦ.mp3', 'checksum': '6d8676ffc38c0bef3c65dfaca8a05634', 'status': 'downloaded'}]","pregnant, with child, expectant, expecting, heavy with child",bǝrιʦ
n.m.,uchicago_S_Hassan,bǝsrakʰ,http://dsal.uchicago.edu/dictionaries/hassan/audio//00670.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00670.mp3', 'path': 'uchicago_S_Hassan/bǝsrakʰ.mp3', 'checksum': '1e3ce7f4305d819005054818779cb5e8', 'status': 'downloaded'}]",traditional Kashmiri sweet snack,bǝsrakʰ
v.,uchicago_S_Hassan,bǝstι kʰaʦʰinʸ,http://dsal.uchicago.edu/dictionaries/hassan/audio//00671.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00671.mp3', 'path': 'uchicago_S_Hassan/bǝstι kʰaʦʰinʸ.mp3', 'checksum': 'e4cd1e9bd55640e59e0f0d927ef60756', 'status': 'downloaded'}]","swell up, erupt, bubble, break out in blisters",bǝstι kʰaʦʰinʸ
n.f.,uchicago_S_Hassan,bǝstι,http://dsal.uchicago.edu/dictionaries/hassan/audio//00672.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00672.mp3', 'path': 'uchicago_S_Hassan/bǝstι.mp3', 'checksum': '5da434cddb42d3326604ec2f845acfed', 'status': 'downloaded'}]","blister, eruption burn eruption",bǝstι
adj.,uchicago_S_Hassan,bə̄gi,http://dsal.uchicago.edu/dictionaries/hassan/audio//00673.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00673.mp3', 'path': 'uchicago_S_Hassan/bə̄gi.mp3', 'checksum': 'af0b3471623deda4e71ff9254ab0c3ce', 'status': 'downloaded'}]","rebellious, disobedient, unruly, disloyal",bə̄gi
n.,uchicago_S_Hassan,bə̄glι,http://dsal.uchicago.edu/dictionaries/hassan/audio//00674.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00674.mp3', 'path': 'uchicago_S_Hassan/bə̄glι.mp3', 'checksum': '0a044d9788b091c8128a203f70b25395', 'status': 'downloaded'}]",beans,bə̄glι
v.,uchicago_S_Hassan,bə̄grāwun,http://dsal.uchicago.edu/dictionaries/hassan/audio//00675.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00675.mp3', 'path': 'uchicago_S_Hassan/bə̄grāwun.mp3', 'checksum': '36d0f413715a405eb78c77e68d749d64', 'status': 'downloaded'}]","distribute, share out, deliver, issue",bə̄grāwun
v.,uchicago_S_Hassan,bə̄grun,http://dsal.uchicago.edu/dictionaries/hassan/audio//00676.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00676.mp3', 'path': 'uchicago_S_Hassan/bə̄grun.mp3', 'checksum': '3149acc7ff2445075dc09be02b78d754', 'status': 'downloaded'}]","distribute, share out, hand out, deal out, give out, allot, deliver",bə̄grun
n.m.,uchicago_S_Hassan,bə̄ⁿs,http://dsal.uchicago.edu/dictionaries/hassan/audio//00677.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00677.mp3', 'path': 'uchicago_S_Hassan/bə̄ⁿs.mp3', 'checksum': 'd69ac62787c75ed39377e1144e7255e2', 'status': 'downloaded'}]","cane, bamboo",bə̄ⁿs
n.,uchicago_S_Hassan,bə̄riš,http://dsal.uchicago.edu/dictionaries/hassan/audio//00678.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00678.mp3', 'path': 'uchicago_S_Hassan/bə̄riš.mp3', 'checksum': 'e9e178ab24a9eeff85df3427d6a4f476', 'status': 'downloaded'}]","rain, rainfall, shower",bə̄riš
n.m.,uchicago_S_Hassan,bə̄t,http://dsal.uchicago.edu/dictionaries/hassan/audio//00680.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00680.mp3', 'path': 'uchicago_S_Hassan/bə̄t.mp3', 'checksum': '8ddb259e220b8920f5c0ab7b4f892f03', 'status': 'downloaded'}]",verse,bə̄t
n.m.,uchicago_S_Hassan,bə̄ʦ,http://dsal.uchicago.edu/dictionaries/hassan/audio//00681.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00681.mp3', 'path': 'uchicago_S_Hassan/bə̄ʦ.mp3', 'checksum': '91cd992617bc0a318cd671a1982fe892', 'status': 'downloaded'}]",married couple,bə̄ʦ
n.f.,uchicago_S_Hassan,bə̄ykākanʸ,http://dsal.uchicago.edu/dictionaries/hassan/audio//00682.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00682.mp3', 'path': 'uchicago_S_Hassan/bə̄ykākanʸ.mp3', 'checksum': '3e749335defee2d82f0d183da727541f', 'status': 'downloaded'}]","sister-in-law, brother’s wife",bə̄ykākanʸ
v.,uchicago_S_Hassan,bə̄t gewān,http://dsal.uchicago.edu/dictionaries/hassan/audio//00679.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00679.mp3', 'path': 'uchicago_S_Hassan/bə̄t gewān.mp3', 'checksum': 'e62c51e33c73a0abe25fc491e0120600', 'status': 'downloaded'}]","singing, playing, in performance, on stage",bə̄t gewān
n.f.,uchicago_S_Hassan,bʸōr,http://dsal.uchicago.edu/dictionaries/hassan/audio//00683.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00683.mp3', 'path': 'uchicago_S_Hassan/bʸōr.mp3', 'checksum': '8fe7b47a0d03e49ac9b77e87226e6c98', 'status': 'downloaded'}]",cat,bʸōr
n.m.pl.,uchicago_S_Hassan,bʸērι,http://dsal.uchicago.edu/dictionaries/hassan/audio//00684.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00684.mp3', 'path': 'uchicago_S_Hassan/bʸērι.mp3', 'checksum': '7ac224d686cccef1e0975c54c0195f41', 'status': 'downloaded'}]",cats,bʸērι
n.m.,uchicago_S_Hassan,bιḍʸbab,http://dsal.uchicago.edu/dictionaries/hassan/audio//00686.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00686.mp3', 'path': 'uchicago_S_Hassan/bιḍʸbab.mp3', 'checksum': 'bc14e157752fe95b70b18cdf7db2be59', 'status': 'downloaded'}]",grandmother,bιḍʸbab
n.f.,uchicago_S_Hassan,bιⁿgιr,http://dsal.uchicago.edu/dictionaries/hassan/audio//00687.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00687.mp3', 'path': 'uchicago_S_Hassan/bιⁿgιr.mp3', 'checksum': '0a2fea564cd241f3a73b3de1b88896f5', 'status': 'downloaded'}]",bangle,bιⁿgιr
n.,uchicago_S_Hassan,bι,http://dsal.uchicago.edu/dictionaries/hassan/audio//00685.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00685.mp3', 'path': 'uchicago_S_Hassan/bι.mp3', 'checksum': 'd0db047ade0e7715a0af04d594e8f31d', 'status': 'downloaded'}]",I (pron.),bι
n.,uchicago_S_Hassan,bιr,http://dsal.uchicago.edu/dictionaries/hassan/audio//00688.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00688.mp3', 'path': 'uchicago_S_Hassan/bιr.mp3', 'checksum': 'e10c1e35d98e87177ea3e78ccfbfa567', 'status': 'downloaded'}]",edge,bιr
v.,uchicago_S_Hassan,bocʰi lagin,http://dsal.uchicago.edu/dictionaries/hassan/audio//00690.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00690.mp3', 'path': 'uchicago_S_Hassan/bocʰi lagin.mp3', 'checksum': 'b71b77f07ae0b8ba3a6cbf2415b929ae', 'status': 'downloaded'}]",to be hungry,bocʰi lagin
v.,uchicago_S_Hassan,bιzun,http://dsal.uchicago.edu/dictionaries/hassan/audio//00689.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00689.mp3', 'path': 'uchicago_S_Hassan/bιzun.mp3', 'checksum': 'b644403a608b329c739eda5fb7952c7c', 'status': 'downloaded'}]","to bake, cook in the oven, heat, roast",bιzun
adj.,uchicago_S_Hassan,bocʰōmut,http://dsal.uchicago.edu/dictionaries/hassan/audio//00692.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00692.mp3', 'path': 'uchicago_S_Hassan/bocʰōmut.mp3', 'checksum': 'd4564c2470df3ddbfa880ea7bf843b20', 'status': 'downloaded'}]",hungry,bocʰōmut
n.m.,uchicago_S_Hassan,boḍ camci,http://dsal.uchicago.edu/dictionaries/hassan/audio//00693.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00693.mp3', 'path': 'uchicago_S_Hassan/boḍ camci.mp3', 'checksum': '37a5bc26a459af48b027ab47f5c9fa5c', 'status': 'downloaded'}]",tablespoon,boḍ camci
n.m.,uchicago_S_Hassan,boḍ doh,http://dsal.uchicago.edu/dictionaries/hassan/audio//00694.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00694.mp3', 'path': 'uchicago_S_Hassan/boḍ doh.mp3', 'checksum': '1a5f21f0e094ef3fade9f7ba86b2e953', 'status': 'downloaded'}]",festival,boḍ doh
adj.,uchicago_S_Hassan,boḍ,http://dsal.uchicago.edu/dictionaries/hassan/audio//00695.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00695.mp3', 'path': 'uchicago_S_Hassan/boḍ.mp3', 'checksum': '645ef30c00780874e5b21bf689814526', 'status': 'downloaded'}]","large, big, huge",boḍ
adj.,uchicago_S_Hassan,bǝḍʸ,http://dsal.uchicago.edu/dictionaries/hassan/audio//00696.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00696.mp3', 'path': 'uchicago_S_Hassan/bǝḍʸ.mp3', 'checksum': 'e28ac404ac96fee8d71d5e4a672bfa98', 'status': 'downloaded'}]","adult, mature, fully developed, grown, big, large, full-size elder, old, aged, former, erstwhile",bǝḍʸ
n.m.,uchicago_S_Hassan,bōgun,http://dsal.uchicago.edu/dictionaries/hassan/audio//00698.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00698.mp3', 'path': 'uchicago_S_Hassan/bōgun.mp3', 'checksum': 'a4175666c140479e62fc829e85bfa23d', 'status': 'downloaded'}]",vessel,bōgun
adv.,uchicago_S_Hassan,bāⁿd,http://dsal.uchicago.edu/dictionaries/hassan/audio//05004.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05004.mp3', 'path': 'uchicago_S_Hassan/bāⁿd.mp3', 'checksum': '8a63132de0bb240ce513d95b639d160a', 'status': 'uptodate'}]","repeatedly urging, pressing, or insisting upon",bāⁿd
adj.,uchicago_S_Hassan,baḍι,http://dsal.uchicago.edu/dictionaries/hassan/audio//00697.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00697.mp3', 'path': 'uchicago_S_Hassan/baḍι.mp3', 'checksum': '10dfcc00e44227184d4d4c88f6d0d320', 'status': 'downloaded'}]",grand parents,baḍι
adj.,uchicago_S_Hassan,bʸon,http://dsal.uchicago.edu/dictionaries/hassan/audio//00700.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00700.mp3', 'path': 'uchicago_S_Hassan/bʸon.mp3', 'checksum': '957d8f9d3ae1c6d69ab736983d1cb4a3', 'status': 'downloaded'}]","different, dissimilar, diverse, unlike, poles apart, unusual, nuclear family",bʸon
n.f.,uchicago_S_Hassan,bāmbar,http://dsal.uchicago.edu/dictionaries/hassan/audio//00699.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00699.mp3', 'path': 'uchicago_S_Hassan/bāmbar.mp3', 'checksum': '08a8695caa9c40ad879829b39435f18e', 'status': 'downloaded'}]","hurry, urgency, rush",bāmbar
n.m.,uchicago_S_Hassan,boṭʰ,http://dsal.uchicago.edu/dictionaries/hassan/audio//00702.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00702.mp3', 'path': 'uchicago_S_Hassan/boṭʰ.mp3', 'checksum': '5c2568a606d57e40b8641ef27900895d', 'status': 'downloaded'}]","river bank, shore, bank",boṭʰ
n.m.,uchicago_S_Hassan,boṭʰ,http://dsal.uchicago.edu/dictionaries/hassan/audio//00701.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00701.mp3', 'path': 'uchicago_S_Hassan/boṭʰ.mp3', 'checksum': '3f719a635b7019fb4f54def12dd3e470', 'status': 'downloaded'}]","brink, edge, rim, lip",boṭʰ
n.m.,uchicago_S_Hassan,boṭι wə̄nʸ,http://dsal.uchicago.edu/dictionaries/hassan/audio//00703.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00703.mp3', 'path': 'uchicago_S_Hassan/boṭι wə̄nʸ.mp3', 'checksum': '023c56eb1ac5ea8012315e4cb5cd0415', 'status': 'downloaded'}]",trader of Ladak,boṭι wə̄nʸ
n.f.,uchicago_S_Hassan,bōdιwār,http://dsal.uchicago.edu/dictionaries/hassan/audio//00704.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00704.mp3', 'path': 'uchicago_S_Hassan/bōdιwār.mp3', 'checksum': 'e25b71b32c0dbc389d653365b2400837', 'status': 'downloaded'}]",Wednesday,bōdιwār
n.,uchicago_S_Hassan,bōg,http://dsal.uchicago.edu/dictionaries/hassan/audio//00705.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00705.mp3', 'path': 'uchicago_S_Hassan/bōg.mp3', 'checksum': 'b76140ea56c4f9000566b2c34e7c83d0', 'status': 'downloaded'}]","share, part, portion, piece",bōg
n.,uchicago_S_Hassan,bōⁿwār,http://dsal.uchicago.edu/dictionaries/hassan/audio//00707.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00707.mp3', 'path': 'uchicago_S_Hassan/bōⁿwār.mp3', 'checksum': '7a1288f0117fe97aa2ffddaa8f345bf1', 'status': 'downloaded'}]","Tuesday, the third day of week",bōⁿwār
v.,uchicago_S_Hassan,bōlun,http://dsal.uchicago.edu/dictionaries/hassan/audio//00706.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00706.mp3', 'path': 'uchicago_S_Hassan/bōlun.mp3', 'checksum': 'd5a19b886e27fd14bc6167d745c7baf0', 'status': 'downloaded'}]","talk, speak, converse, have a discussion",bōlun
n.m.,uchicago_S_Hassan,bōnʸ,http://dsal.uchicago.edu/dictionaries/hassan/audio//00708.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00708.mp3', 'path': 'uchicago_S_Hassan/bōnʸ.mp3', 'checksum': '1ea60a3aa833cad3f1441be35e181e82', 'status': 'downloaded'}]","Chinar tree, maple",bōnʸ
n.m.,uchicago_S_Hassan,bōr,http://dsal.uchicago.edu/dictionaries/hassan/audio//00709.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00709.mp3', 'path': 'uchicago_S_Hassan/bōr.mp3', 'checksum': '68f36c2be150e63818596c79cebdeba8', 'status': 'downloaded'}]","burden, load, weight",bōr
v.,uchicago_S_Hassan,baḍun,http://dsal.uchicago.edu/dictionaries/hassan/audio//05013.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//05013.mp3', 'path': 'uchicago_S_Hassan/baḍun.mp3', 'checksum': '8fcf2d516892207fb589c5b6b4abc26c', 'status': 'uptodate'}]","to become large, become big, get big",baḍun
n.m.,uchicago_S_Hassan,bōs,http://dsal.uchicago.edu/dictionaries/hassan/audio//00710.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00710.mp3', 'path': 'uchicago_S_Hassan/bōs.mp3', 'checksum': '801f84c4e0e7b4ba134c4584551cf40c', 'status': 'downloaded'}]",stomach,bōs
n.f.,uchicago_S_Hassan,bōsι,http://dsal.uchicago.edu/dictionaries/hassan/audio//00711.mp3,"[{'url': 'http://dsal.uchicago.edu/dictionaries/hassan/audio//00711.mp3', 'path': 'uchicago_S_Hassan/bōsι.mp3', 'checksum': '72a21325d1d9c23a09e5a99546206430', 'status': 'downloaded'}]",kiss,bōsι
